"X3","X4","X5","X6","X1","X2","Y"
3.42396086674458,8.19156994875872,-2.7482079614549,-1.74956275438737,"A4","B4",6.39991319137645
2.16628482367914,7.6275868293725,-2.71024249775269,-2.33618324423467,"A2","B1",7.96610502092609
2.87835609067985,11.1277347806118,-3.15011180366288,3.06484724325168,"A4","B3",5.29216590248381
3.85292844295363,9.6189663959142,0.162966815926045,-1.705051340629,"A3","B3",6.23199111453947
3.0691021342677,11.6268007481581,-2.62489834900467,-1.64683722755245,"A4","B1",6.89778946525182
1.45171014078919,10.7767303256387,-4.95832318784106,-0.657013145136167,"A4","B1",6.6308708962975
1.52294459052085,10.6204605121218,-4.37405420429083,0.787132745989629,"A1","B2",5.58201075209274
4.92505593696854,9.41180934568778,-4.11583462549049,-2.63825144835302,"A1","B4",6.72476030557075
5.44816359487892,10.9844571401289,-10.5237534065918,0.403674944577539,"A3","B3",6.06927259989332
0.0787198581503561,12.3305067798925,-5.0604469573281,1.67525986846334,"A2","B1",7.32846438092191
4.50810757036904,11.1659828113601,-6.1757716078452,1.44935240529552,"A2","B1",7.18352275526427
7.39762069776744,12.148024520564,-5.987396174554,-2.1722364812227,"A1","B1",6.78254329636728
1.87904870689557,9.85288796172704,-1.93114996541386,1.23970014913738,"A3","B1",6.0827974234737
3.62096149888627,10.1443335048295,-2.76037854397784,-1.10374082654558,"A2","B2",7.38384978040354
0.962849233785823,9.21863004272204,-5.59811323401634,-0.625087737994205,"A3","B4",6.14058043678579
3.75927896551976,11.7439299081575,-0.26637096968604,1.4825547543428,"A3","B1",6.24923519553057
0.901645986667869,11.1574447492329,3.89885808346334,0.220018246879446,"A2","B2",7.05139735038313
3.30674623567303,10.0222583744418,-8.55785047272519,2.32257851147739,"A3","B4",5.73187068884164
2.63414922325455,9.76739496568279,-2.19924524738083,-4.33683549469401,"A1","B1",7.07585839714787
3.08246584398588,7.15886899060851,-2.99143185713332,-0.581431978481741,"A2","B1",7.47151684786294
6.35139386480638,4.7966006594847,-2.43884656033796,0.527612027209434,"A1","B4",5.41919140518498
3.60230672433343,8.53040149615744,0.289825415164215,0.877443501173233,"A2","B4",6.98995373560385
2.77272020898772,11.5381045899912,-0.851005141502631,1.52530229265274,"A1","B3",5.56339174842089
6.00780121800907,11.6376562730636,-2.50362774152869,0.259931032038725,"A4","B4",6.22053014512854
0.629039830805379,13.7198217230863,-3.7475720332662,-1.13221866579194,"A2","B4",7.63256399475052
5.8891017168467,11.2107413378607,-2.4337406720105,-1.47315646454374,"A2","B3",7.62194227036299
1.49462206356452,6.91911518941998,-0.598132930470701,-0.614514465977279,"A4","B2",5.89939996698392
0.482702743879656,9.42531840031861,-4.36093912217104,1.36463049027503,"A4","B2",5.54184903282889
3.17841444614659,12.0213559290285,2.33730800055435,-1.66021714865398,"A1","B2",6.48243388121594
1.42279432429951,8.68651414927785,-2.25082279204443,1.15666988093891,"A1","B3",5.47199756492171
1.422756058292,8.33162353683124,-6.06704198572575,-0.0136926063453302,"A1","B1",6.18338902434054
3.77056080225266,10.6281153270125,-5.9159826344278,-0.276672657086657,"A3","B2",6.18756778055078
2.01888511259866,8.60315866481122,-3.10961166661422,3.80441954279861,"A2","B3",6.17822408343775
1.55679111912797,6.11269819735205,-1.59442463240956,-0.0275068329507999,"A4","B1",6.19476945188474
2.8573838277528,8.88308617530373,-1.70670321565503,-3.45424207329039,"A2","B2",7.78910864190964
4.65075972551849,6.76445246923755,-2.49965613493725,-1.23923010541471,"A4","B2",6.20913869850179
4.16922749927214,9.03002480687535,-4.05275348157921,1.18389200679442,"A3","B2",5.63988931514223
0.968814842792912,14.1734348689863,-0.836337578661318,-0.559259813961199,"A1","B2",6.32449505849434
7.10016937125429,12.2500054916563,1.99797269996226,2.25133521044151,"A3","B2",5.71840979218548
6.57382627360616,4.71370209594204,-0.535479658654147,1.65158166333034,"A3","B4",5.1494714866344
0.728823059251314,6.08358965068615,-3.92110967578419,-1.04668336536806,"A4","B4",6.27998472983745
5.33676774613819,9.81713144889972,2.30971232966807,1.53601542743443,"A1","B3",5.29928374721501
2.25083828446597,8.74084251462799,-0.133903080808767,0.816977009680297,"A2","B4",7.08488352795541
3.23628902209336,7.91662228202098,-1.02062430135202,-1.54300288220179,"A1","B1",6.51801208065504
4.40271180312737,11.0707976817363,-5.76454812860873,-2.32387511519394,"A3","B3",6.70616731855769
2.6056482113029,9.54755603711518,-5.30845476867083,-3.93732311334844,"A2","B2",7.97980938700344
3.71962765411473,10.5356700306634,-7.6958452950916,-0.854392772676404,"A3","B4",6.48228278777538
2.59843796882176,9.80662785358659,0.897149900050768,0.327522813693115,"A4","B2",6.01658335141592
3.10600845346101,13.4485244783129,0.393163955538063,2.86601502164639,"A3","B4",5.75612423817567
7.20021788105134,14.860453304689,-3.81680260325505,-1.72600849201575,"A2","B1",8.134305256698
4.83799321812153,9.84157658148282,-2.21891552779033,-0.000769297432047004,"A2","B2",7.2303710806041
2.07792332223129,12.9756756637561,1.44720815537582,0.138470653091473,"A4","B2",6.17650492801708
2.78865733199245,11.6688031355141,-3.21058267291608,-0.551780949501022,"A4","B1",6.6551054541487
0.558564575490929,9.3477122149893,2.52979876373346,1.88644893677244,"A3","B2",5.42438976221729
3.73792905477017,10.1590039906568,-4.74320214169949,0.954228490753758,"A2","B2",6.95571119365
0.753782833593302,10.3306420424841,-3.07805590432199,1.30155672630736,"A3","B2",5.64946875151768
4.95394677337124,9.6054702618474,-7.26332534251346,-1.53683405403032,"A2","B3",7.40003598096393
3.87304695782037,6.98448536492664,-3.96823908547533,-2.36559901356496,"A2","B3",7.45367719049796
6.03294120885908,4.67815440306864,-4.81059374336501,-2.00451974742131,"A3","B4",6.12359810924221
0.0764888300082003,7.6027552818625,-4.98782182710244,-2.33236941473548,"A2","B3",7.40367940316101
1.51732780745434,9.11043604332602,-0.041825336819258,-1.87779183941166,"A2","B3",7.34727724207333
6.30181493467338,9.40047500670746,-0.944405285846709,-3.40315960532081,"A1","B1",6.99244098136577
3.99570095645848,9.81411796304106,-3.58245722796137,-4.34824929845863,"A3","B1",7.3495545060651
1.21358485989009,9.62775860125301,1.19935006863752,1.82831746785544,"A4","B3",5.63190939243626
2.8193608120683,6.28885669216392,-2.09960529935588,-3.16923328918235,"A1","B4",6.47802820603324
2.90994455038216,9.80970509830143,-4.87370242085428,1.29669470244816,"A2","B2",6.78102226901345
3.07557679834216,11.3465077267097,-5.39854186072959,-2.5243890987792,"A2","B1",8.08039631255352
-0.933234313259276,10.86056939272,0.643766383447686,-2.97585237471651,"A3","B2",6.82892052825042
5.9921213396927,10.3147066944323,-3.266791702352,-1.27064615443579,"A1","B3",6.16977813184233
6.80472364335785,11.7987081064062,-6.06120177205179,-2.35903725828311,"A1","B2",6.46111859099322
0.322451425530055,11.2836600553032,1.18594031683823,-1.18203432890857,"A4","B3",6.25383436789238
5.43621722065162,6.54339096935851,-7.31053033097333,-0.566810629964592,"A4","B2",5.98677735987634
3.89641955725885,11.4818000225485,-8.58068272265524,0.852040973358009,"A3","B3",5.98072060213413
5.02988634548731,13.0768603977936,-3.17091160141,-0.0435890799217715,"A4","B3",6.22089259370004
2.12870906061619,6.22734968253491,1.31928377510923,3.53873183405402,"A4","B1",5.18268908500137
5.29761523690219,9.23808652141197,-1.8141123899595,-0.708738439826853,"A3","B2",6.14520651216933
4.73155880866898,9.84947360470255,1.73743668542427,0.433872688288768,"A4","B3",5.69676320221262
4.63531889274818,10.7374841160224,-4.95153785632359,-1.04725339577232,"A4","B1",6.5463206491002
-1.93179638752005,5.9246350111184,-6.55677494710602,-2.10214645236312,"A4","B3",6.18776275538173
4.37728050820018,7.84515869377604,-2.14836328094295,-3.8688881414641,"A3","B4",6.89209602848976
0.856417547048844,7.81442558179699,-3.48985479668788,0.147197218015739,"A3","B1",6.17644266165641
5.62482595286702,9.94530606717252,-6.11986513129858,-1.33060559112031,"A1","B2",6.11724607919388
1.01498569921593,12.1498901545448,-3.63374075589645,0.614780152324667,"A1","B3",5.76809821415794
4.47299192954688,11.9642260050453,-2.00213480558882,1.32450859386928,"A1","B2",5.4871865779398
1.81076546508098,7.17594841468338,4.24862211944499,2.72934556294708,"A1","B4",5.02296510172141
1.99560256331428,10.5421335135011,-1.1816092156932,2.74610408996798,"A1","B2",5.02862416050609
2.31216553174308,11.2175580234693,-1.58852180413852,1.69939178216522,"A1","B1",6.10381318105633
1.74418784792126,7.82001625517752,2.48559137440609,2.98636968125543,"A3","B2",5.20261721239745
0.86435258802631,13.5590058195503,-6.68695853266144,0.839166078592718,"A3","B1",6.38078187777168
-0.334950195171326,10.7646102850927,2.71513075472611,2.64213853444303,"A1","B1",5.63487472467114
2.30069922409289,7.63688154588863,-3.91640891972941,0.884929544291273,"A2","B3",6.83491227682183
2.54845802868146,11.834349835282,3.96258067198343,2.58264660891616,"A3","B3",5.38287631830024
2.82286977572223,8.34365145920641,-1.24588421927595,1.02019585645698,"A1","B4",5.62702880443839
3.9218324119784,9.30049152157746,-3.22687524233951,-1.97688584476641,"A3","B3",6.63043920305004
4.51354952759192,9.57430344270695,-0.128507177422557,-3.11570980774463,"A4","B4",6.78881110845538
2.34813682893755,13.2537624283894,-5.29381804126071,-3.98307635208604,"A3","B1",7.36024369865003
4.53808448200182,8.43559630876119,-6.01613274478024,-2.86712435982161,"A2","B4",7.82918243796704
-0.0975056084604424,12.2205541932776,-7.37654824331428,-2.21036545831499,"A3","B1",6.97374238613972
4.98700771192424,9.7884316647005,-5.97152289139968,1.30699153138855,"A3","B3",5.7374251664772
3.50663702798951,12.8608046823764,-1.3131979637908,2.10340254035075,"A3","B3",5.46047488028092
2.87617657884656,12.1695501797213,-5.45600933255941,-0.844454006379238,"A3","B2",6.43746261240425
0.209451300401065,8.89955251702172,-4.74720502381576,-0.289222140271035,"A1","B2",5.78793251564803
3.5475329820731,11.2331356349549,-3.19788283905739,0.0770471981506909,"A4","B3",6.0423803572187
3.51376741831306,8.01260281780257,-5.37394163645841,-0.643212139775922,"A2","B2",7.13415559193244
0.808007465850672,12.740007987942,-6.29547002127035,1.25792998503968,"A2","B4",7.27001888194429
2.03243874858251,11.1734706781853,-8.01338117592673,1.75219221919183,"A2","B4",7.04245090558075
